name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
Tonka Sibenice,1930,85,,6.7,6,,8
Tonnerre de Dieu Le,1965,91,,5.3,17,,12
Tonny,1962,86,,6.1,7,,0
Tonta del bote La,1970,105,,1.8,12,,4
Tonto Kid The,1934,61,,4.4,5,,0
Tontons flingueurs Les,1963,105,,7.5,782,,5
Tony Arzenta,1973,90,,6.5,140,,8
Tony Blair Witch Project The,2000,70,,1,34,,4
Tony Rome,1967,110,,6.3,251,,8
Tony Takitani,2004,75,,7.4,46,,8
Tony de Peltrie,1985,8,,6.8,7,,66
Too Big for His Britches,1988,75,,7.4,5,,0
Too Hop to Handle,1956,7,,6.5,18,,70
Too Hot to Handle,1938,107,,6.6,158,,44
Too Hot to Handle,1960,90,,6.8,30,,8
Too Hot to Handle,1977,85,,4.7,27,,9
Too Late Blues,1961,103,375000,6.6,64,,8
Too Late for Tears,1949,99,,7.3,110,,8
Too Late the Hero,1970,145,,6.7,371,,9
Too Many Cooks,1931,77,,6.1,10,,36
Too Many Crooks,1959,85,,6.2,75,,4
Too Many Girls,1940,85,,5.8,91,,4
Too Many Husbands,1940,84,,6.1,30,,4
Too Many Parents,1936,73,,6.2,9,,4
Too Many Thieves,1966,100,,4.7,12,,8
Too Many Winners,1947,61,,8.2,5,,8
Too Much Flesh,2000,109,,4.9,218,,8
Too Much Harmony,1933,76,,6.6,9,,4
Too Much Oregano,1983,8,,6.8,8,,64
Too Much Sex,2000,84,,5,24,,36
Too Much Sun,1991,110,,2.7,68,,4
Too Much Too Often!,1968,72,,1.5,6,,8
Too Much Too Soon,1958,121,,6.1,44,,8
Too Naughty to Say No,1985,75,,5.4,19,,0
Too Outrageous!,1987,105,,3.9,16,,12
Too Scared to Scream,1985,100,,3.7,48,,8
Too Soon to Love,1960,85,,5.3,11,,8
Too Tired to Die,1998,97,,5.5,161,,12
Too Weak to Work,1943,7,,6,5,,70
Too Wise Wives,1921,80,,5.3,33,,8
Too Young to Kiss,1951,89,,6.3,50,,36
Tooi ashita,1979,95,,8.2,18,,0
Toolbox Murders,2003,95,,5.1,542,R,0
Toolbox Murders The,1978,93,185000,4.3,259,,0
Toomorrow,1970,95,,6.7,37,,0
Toonerville Trolley,1936,7,,6.2,10,,70
Toot Whistle Plunk and Boom,1953,10,,8.1,97,,86
Tooth,2004,91,12000000,4.3,84,,0
Tooth Fairy,2001,5,,3.3,12,,64
Tooth Fairy,2004,5,,6.5,129,,68
Tooth Will Out The,1951,16,,6.9,45,,68
Toothpaste,2002,5,,6.6,22,,68
Tootsie,1982,119,,7.5,13802,,36
Top Banana,1954,100,150000,5.8,47,,36
Top Cat and the Beverly Hills Cats,1987,92,,4.1,14,,6
Top Dog,1995,86,6000000,3.3,348,,5
Top Flat,1935,18,,7.7,11,,68
Top Gun,1955,73,,5.8,43,,0
Top Gun,1986,110,15000000,6.5,32410,,41
Top Hat,1935,101,609000,7.8,2240,,36
Top It Off,1990,83,,3.6,7,,0
Top Man,1943,74,,5.8,5,,4
Top Model,1988,85,,3.9,65,,8
Top Secret,1952,93,,6,9,,4
Top Secret Affair,1957,100,,5.5,45,,4
Top Secret!,1984,90,,6.8,8089,,4
Top Sensation,1969,86,,6.3,23,,0
Top Speed,1930,73,,6.4,16,,4
Top o the Morning,1949,100,,6,28,,4
Top of His Head The,1989,110,,6.6,10,,0
Top of the Food Chain,1999,99,,5.9,280,PG-13,4
Top of the Form,1953,72,,4.7,8,,4
Top of the Heap,1972,83,,6.8,9,,8
Top of the Town,1937,86,,5.1,8,,4
Top of the World,1993,109,,3.6,6,,8
Topa Topa Bluffs,2002,83,,5.4,5,,0
Topaz,1969,143,4000000,6.1,1918,,8
Topaze,1933,78,,6.6,78,,12
Topaze,1935,103,,6.3,11,,12
Topaze,1951,136,,6.6,49,,4
Topeka Terror The,1945,55,,6.1,5,,0
Topio stin omichli,1988,127,,8.3,333,,8
Topkapi,1964,119,,7.1,1099,,4
Topless Women Talk About Their Lives,1997,87,,6.4,168,,12
Toplo,1978,97,,7.7,54,,4
Topo Galileo,1987,90,,6.2,17,,4
Topo y el hada El,1998,8,,8.4,5,,64
Topo El,1970,125,400000,7.3,1008,,0
Topper,1937,97,,7.4,880,,36
Topper Returns,1941,87,,7,300,,36
Topper Takes a Trip,1939,85,,7,109,,36
Tops & Bottoms,1999,80,,3.3,17,,16
Tops in the Big Top,1945,6,,5.9,8,,70
Topsy-Turvy,1999,160,,7.4,3637,R,12
Tora no o wo fumu otokotachi,1945,60,,6.9,178,,8
Tora! Tora! Tora!,1970,144,25000000,7.4,3663,,9
Toraoji annun haebyong,1963,88,,3.6,10,,8
Torapia,2004,100,,3.7,20,,4
Torch Singer,1933,71,,6.7,53,,8
Torch Song,1953,90,,5.5,61,,32
Torch Song Trilogy,1988,114,,6.9,1793,,12
Torch The,1950,83,,4.5,16,,8
Torchlight,1984,90,,3.4,17,,8
Torchy Blane in Chinatown,1939,58,,5.9,37,,0
Torchy Blane in Panama,1938,59,,5.7,28,,4
Torchy Gets Her Man,1938,63,,6.1,27,,0
Torchy Plays with Dynamite,1939,59,,6.6,20,,0
Torchy Runs for Mayor,1939,60,,6.8,28,,0
Torero,1956,75,,4.7,8,,24
Toreros,2000,85,,4.3,14,,8
Tori Amos: The Complete Videos 1991-1998,1998,75,,8.3,21,,0
Torino nera,1972,105,,4.6,10,,8
Torino violenta,1978,82,,3.8,9,,8
Torment,1986,85,,3.3,22,,0
Tormented,1960,75,,3.9,165,,0
Tormento,1974,89,,5.3,14,,0
Tormentors The,1971,78,,3.7,16,,8
Torn Allegiance,1984,97,,5.1,6,,8
Torn Apart,2004,84,1500000,2.5,21,,8
Torn Curtain,1966,126,6000000,6.5,2477,,0
Torn Page of Glory A,1968,89,,2.5,8,,0
Tornado,1983,90,,4.6,26,,1
Tornado Range,1948,56,,6.3,5,,0
Tornando a casa,2001,88,,6.4,28,,8
Toro,2000,105,,6.4,15,,8
Toro Pink,1979,7,,5.8,9,,66
Toro Il,1994,105,,6,62,,8
Torowisko,1999,83,,5.2,39,,8
Torpedo Alley,1953,84,,5.7,37,,8
Torpedo Run,1958,98,,6.4,226,,8
Torpedo Squadron,1942,8,,1.2,10,,80
Torpedonostsy,1983,96,,7.3,20,,0
Torque,2004,81,40000000,3.2,4050,PG-13,1
Torrance Rises,1999,34,,5.9,61,,68
Torre de los siete jorobados La,1944,85,,7.9,59,,0
Torremolinos 73,2003,87,,6.6,248,,4
Torrent,1926,88,250000,7.2,75,,40
Torrente el brazo tonto de la ley,1998,97,,6.5,1120,,5
Torrents of Spring,1989,101,,4.9,61,,40
Torrid House,1989,76,,5.7,8,,0
Torrid Without a Cause 2,1990,86,,6,5,,0
Torrid Zone,1940,88,,6.9,130,,4
Tortilla Flaps,1958,6,,6.6,12,,70
Tortilla Flat,1942,99,,6.5,180,,12
Tortilla Soup,2001,103,,5.9,1194,PG-13,44
Tortoise Beats Hare,1941,7,,7.6,83,,70
Tortoise Wins by a Hare,1943,7,,7.4,102,,70
Tortoise and the Hare The,1934,9,,7.2,128,,70
Tortue sur le dos La,1978,110,,6.9,6,,12
Torture Dungeon,1970,80,,2.1,21,,8
Torture Garden,1967,93,,5.8,103,,0
Torture Money,1937,21,,6.4,6,,64
Torture Ship,1939,57,,4.2,10,,0
Tortured Females,1965,62,,4,9,,0
Tosca,1941,100,,5,11,,8
Tosca,1956,112,,9.9,10,,40
Tosca,2001,126,,7.9,115,,8
Tosca La,1973,104,,5.7,19,,8
Tosca La,1976,117,,7.5,13,,8
Tossede paradis Det,1962,95,,6.5,15,,4
Tot Watchers,1958,7,,5.2,18,,70
Tot ziens,1995,114,,6.6,62,,0
Total Balalaika Show,1994,54,,6.1,83,,16
Total Eclipse,1995,111,,5.8,1495,R,8
Total Kheops,2002,90,,5.2,34,,0
Total Loss,2000,95,,6.2,51,,8
Total Reality,1997,100,,4,111,R,1
Total Recall,1990,113,65000000,7.2,26486,,1
Total western,2000,84,,6.4,181,,9
Totale Therapie Die,1996,125,,7.1,34,,0
Totale! La,1991,102,,6.3,210,,4
Totally Blonde,2001,94,,3.6,168,PG-13,4
Totally Confused,1998,88,,4.8,19,,4
Totally F***ed Up,1993,78,,5.5,258,,8
Tote Taucher im Wald Der,2000,94,,7.7,46,,4
Tote aus der Themse Die,1971,89,,5,36,,0
Totem: The Return of the Gpsgolox Pole,2003,70,,4.1,5,,16
Toten Augen von London Die,1961,104,,5.8,91,,0
Totenschiff Das,1959,97,,7.1,22,,0
Totenschmecker Die,1979,85,,2.1,5,,0
Toter hing im Netz Ein,1960,77,,1.9,389,,8
Totmacher Der,1995,110,,7.5,434,,8
Toto,1933,80,,5.6,11,,0
Totoong buhay ni Pacita M. Ang,1991,108,,9.1,7,,8
Tototruffa 62,1961,107,,7.5,47,,4
Totul pentru fotbal,1978,80,,9.2,6,,4
Tou bun no hoi,1982,111,,7.8,29,,8
Toubib Le,1979,95,,5.3,110,,8
Touch & Go,2003,103,,5.5,11,,4
Touch Base,1994,19,,7.1,27,,64
Touch Me,1993,29,,3.2,36,,64
Touch Me,1997,107,,5.6,172,,40
Touch and Die,1991,180,,3.4,32,,0
Touch and Go,1955,85,,5,10,,4
Touch and Go,1980,93,,5.4,7,,4
Touch and Go,1986,101,,5.1,140,,4
Touch of Class A,1973,106,,6.3,366,,4
Touch of Evil,1958,106,829000,8.4,11745,,0
Touch of Flesh The,1960,72,,5.4,5,,8
Touch of Greatness A,1964,42,,1,12,,64
Touch of Her Flesh The,1967,78,,4.8,29,,0
Touch of Larceny A,1959,93,,6.6,66,,4
Touch of Love A,1969,107,,6.7,50,,8
Touch of Pink,2004,91,,6.8,486,R,44
Touch of Satan The,1974,90,,1.8,459,,0
Touch of Sweden A,1971,59,,4.7,12,,0
Touch of the Sun A,1979,95,,2.2,23,,4
Touch the Sound,2004,99,,6.7,39,,16
Touch The,2002,103,20000000,4.5,417,PG-13,33
Touchables The,1968,93,,4.6,33,,8
Touchdown Mickey,1932,7,,6.3,30,,70
Touched,1983,93,,4.3,19,,40
Touched,1999,105,,4.3,21,,40
Touched by Love,1980,95,,5.2,82,,8
Touchez pas au grisbi,1954,94,,7.6,344,,8
Touching Wild Horses,2002,90,,6,80,PG,8
Touching the Void,2003,106,,8.1,3671,R,24
Tough Assignment,1949,64,,7,5,,8
Tough Enough,1983,106,,4.8,138,,8
Tough Guy,1936,76,,5.3,28,,8
Tough Guys,1986,104,,5.7,1088,,4
Tough Guys Dont Dance,1987,110,5000000,4.8,233,,9
Tough Luck,2003,88,,5.9,99,R,0
Tough Winter A,1930,20,,7.2,14,,68
Toughest Gun in Tombstone,1958,72,,4.8,9,,0
Toughest Man in Arizona,1952,85,,4.1,28,,0
Touki Bouki,1973,85,,5.7,47,,8
Tour Eiffel,1994,10,,7.9,9,,68
Tour Montparnasse infernale La,2001,92,,4.8,369,,4
Tour de France,1994,15,,7.2,14,,64
Tour de Nesle La,1955,120,,4.7,12,,0
Tour La,1928,14,,7.1,14,,80
Tourfilm,1990,85,,8.3,49,,0
Tourist Trap,1979,90,,5,358,,0
Tourist Trap,1984,60,,3.7,9,,1
Tous les I de Paris silluminent,1999,10,,5.7,7,,66
Tous les matins du monde,1991,115,,7.2,941,,40
Tout baigne!,1999,90,,5.6,26,,4
Tout droit jusquau matin,1994,11,,7.5,9,,64
Tout feu tout flamme,1982,108,,6.2,102,,13
Tout lor du monde,1961,88,,6.2,35,,4
Tout le monde il en a deux,1974,106,,4.2,31,,0
Tout le monde na pas eu la chance davoir des parents communistes,1993,90,,6,54,,4
Tout le plaisir est pour moi,2004,82,,5.2,47,,4
Tout nest pas en noir,1996,4,,6.6,5,,64
Tout pour loseille,2004,94,,3.6,10,,4
Tout pour plaire,2005,105,,6.4,51,,4
Tout rien,1980,11,,7.5,6,,66
Tout un hiver sans feu,2004,88,,6.4,33,,8
Tout va bien,1972,95,,6.4,166,,8
Tout va bien on sen va,2000,96,,7,182,,8
Toute une nuit,1982,90,,6,48,,8
Toute une vie,1974,121,,7.6,119,,40
Toutes ces belles promesses,2003,85,,6.1,24,,8
Toutes les filles sont folles,2003,84,,5.2,75,,4
Toutes les nuits,2001,112,,8.5,11,,8
Toutes peines confondues,1992,107,,6.2,60,,8
Touvla Ta,1985,96,,5.3,8,,4
Tovarich,1937,98,1400000,7.2,134,,4
Toward the Unknown,1956,115,,6,58,,8
Towed in a Hole,1932,21,,8,185,,68
Tower of Babble The,2002,22,,6.3,33,,64
Tower of Evil,1972,85,400000,4.3,111,,0
Tower of London,1939,92,,6.6,128,,8
Tower of London,1962,79,,5.5,120,,8
Tower of Terror,1941,62,,6.2,5,,0
Towering Inferno The,1974,165,14000000,6.4,5386,,9
Towers Open Fire,1963,10,,6.8,39,,64
Town & Country,2001,104,90000000,4.5,1434,R,4
Town Bloody Hall,1979,85,,6.4,21,,16
Town Called Hell A,1971,97,,3.9,49,,9
Town Like Alice A,1956,107,,6.9,120,,8
Town Tamer,1965,89,,5,16,,0
Town That Dreaded Sundown The,1976,90,,5.4,226,,8
Town Went Wild The,1944,77,,4.4,5,,36
Town Without Pity,1961,105,,7.2,183,,8
Town on Trial,1957,95,,6.2,37,,0
Town The,1944,12,,6.6,5,,64
Townies,1999,69,,3.1,38,,4
Toxi,1952,79,,8.6,7,,4
Toxic Affair,1993,89,,3.8,104,,4
Toxic Avenger Part III: The Last Temptation of Toxie The,1989,102,,3.3,337,,4
Toxic Avenger Part II The,1989,96,2300000,4.2,574,,5
Toxios Los,1998,10,,6.7,8,,64
Toy Box The,1971,72,,6.5,34,,0
Toy Love,2002,88,,6.7,38,,44
Toy Soldiers,1984,85,,5.6,127,,9
Toy Soldiers,1991,112,,5.8,2721,,9
Toy Soldiers,1999,7,,6.1,47,,68
Toy Story,1995,81,30000000,7.9,46019,,6
Toy Story 2,1999,92,90000000,8.1,40941,,6
Toy Tiger The,1956,88,,5.4,48,,4
Toy Tinkers,1949,7,,8.6,38,,66
Toy Town Hall,1936,6,,5.3,9,,70
Toy Trouble,1941,7,,6.2,12,,70
Toy Wife The,1938,96,,4.7,23,,8
Toy The,1982,102,,5.1,1646,,4
Toyland Broadcast,1934,8,,4.7,13,,70
Toys,1966,8,,8.2,17,,66
Toys,1992,122,,4.7,5606,,4
Toys Are Not for Children,1972,85,,4.8,28,,8
Toys in the Attic,1963,90,,6.7,155,,8
Trabalho dos Homens O,1997,10,,7.2,6,,64
Traberg,1992,90,,5.7,24,,16
Tracce di vita amorosa,1990,105,,5.4,9,,0
Trace La,1983,103,,8.2,5,,0
Traces of Red,1992,105,,4.7,354,,0
Traces of a Dragon: Jackie Chan & His Lost Family,2003,96,,6.6,12,,16
Tracie Lords,1984,80,,7.7,13,,0
Track,1999,98,,5.2,23,,1
Track 16,2001,90,,8,10,,0
Track 29,1988,90,5000000,5.5,417,,8
Track Addict,2003,10,,9,9,,68
Track of the Cat,1954,102,,5.3,101,,8
Track of the Moon Beast,1976,90,,1.7,424,,0
Trackdown,1976,98,,5.2,33,,9
Tracker The,2002,90,,7.3,239,,8
Tracking Down Maggie: The Unofficial Biography of Margaret Thatcher,1994,87,,7.1,9,,16
Tracks,1976,90,,4.7,60,,8
Tracks,2002,92,1000000,5,5,,8
Tracks of a Killer,1995,99,,3.7,59,R,8
Trade Off,2000,95,,6.7,52,,16
Trade Offs,2003,97,,8.8,12,,8
Trade Tattoo,1937,5,,7.8,16,,74
Trade Winds,1938,93,,6.5,29,,4
Trader Horn,1931,122,1320000,6.8,83,,0
Trader Horn,1973,101,,3.7,12,,0
Trader Hound,1931,15,,3.1,12,,68
Trader Mickey,1932,8,,5.1,6,,70
Trader Tom of the China Seas,1954,167,,3.6,8,,1
Trading Mom,1994,83,,4.5,208,,4
Trading Places,1983,118,,7.3,11293,,4
Tradita,1954,93,,3.8,5,,0
Traffic,2000,147,48000000,7.8,41268,R,8
Traffic Troubles,1931,8,,6.5,14,,70
Traffic in Souls,1913,88,5700,6.2,44,,8
Traffic with the Devil,1946,19,,6.4,15,,80
Trafficone Il,1974,102,,6.8,5,,4
Trafic,1971,96,,6.7,460,,4
Trafic,2004,15,,7,20,,64
Trafic dinfluence,1999,95,,4.5,120,,4
Trafico El,2004,5,1000,9.2,5,,72
Tragedia di un uomo ridicolo La,1981,116,,6,78,,8
Tragedy of Macbeth The,1971,140,,7.4,1498,,8
Tragedy of Othello: The Moor of Venice The,1952,90,,7.8,939,,8
Tragoudi de ftanei Ena,2003,118,,8.2,6,,0
Tragoudia tis fotias Ta,1975,110,,8.8,8,,0
Trahir,1993,103,,7.9,12,,8
Traidores Los,1972,113,,6.1,6,,8
Trail Beyond The,1934,55,,4.7,80,,0
Trail Dust,1936,77,,6.7,20,,0
Trail Guide,1952,60,,5.1,6,,0
Trail Mix-Up,1993,8,,7.3,83,,70
Trail Street,1947,84,,5.9,36,,0
Trail of 98 The,1928,87,2000000,8.2,41,,41
Trail of Robin Hood,1950,67,,6.1,34,,0
Trail of the Lonesome Pine The,1936,102,,6.9,87,,40
Trail of the Pink Panther,1982,96,,4.4,1103,,4
Trail of the Rustlers,1950,55,,4.9,6,,0
Trail of the Vigilantes,1940,75,,4.4,9,,4
Trail to San Antone,1947,67,,5.9,7,,0
Trailer Horn,1950,6,,6.8,25,,70
Trailer Park Boys,1999,90,,8.6,167,,4
Trailer Town,2003,80,,7.7,25,,12
Trailer: The Movie!,2001,9,,7.3,26,,69
Trailin West,1936,56,,4.5,8,,0
Train,1966,5,,8.7,17,,64
Train Quest,2001,80,,6.8,21,,0
Train Ride,2000,93,,9,23,R,8
Train Ride to Hollywood,1975,89,,2.3,31,,4
Train Robbers The,1973,92,,5.8,401,,0
Train denfer,1965,92,,4.6,6,,0
Train denfer,1984,90,,5.1,15,,8
Train de vie,1998,103,,7.3,1191,R,44
Train en marche Le,1971,32,,6.1,5,,80
Train of Dreams,1987,88,,6.9,6,,8
Train of Events,1949,88,,7.6,28,,8
Train on the Brain,2000,50,,7.2,15,,16
Train to Pakistan,1998,111,,6.7,11,,8
Train to Tombstone,1950,56,,3.3,14,,0
Train Le,1973,95,,7.4,72,,8
Train The,1964,133,6700000,7.7,1616,,1
Trained to Kill,1988,90,,2.8,15,,1
Training Day,2001,120,45000000,7.3,22776,R,8
Training Pigeons,1936,7,,5.1,6,,70
Training Wheels,2002,90,,5,8,,12
Trainspotting,1996,94,3500000,8,51887,R,8
Trait dunion,1999,12,,6.2,5,,72
Traitement de choc,1973,90,,6.2,143,,0
Traitors Heart,1999,91,,2.7,52,R,1
Traitor The,1957,88,,5.3,7,,8
Traitorous,1976,90,,8.3,8,,0
Traje El,2002,102,,6.8,36,,12
Tramontana,1991,85,,4.2,5,,0
Tramp and the Dictator The,2002,56,,7.1,120,,16
Tramp The,1915,32,,7.2,285,,68
Trampa,1978,90,,6.2,6,,8
Trampa infernal,1990,90,,6.3,12,,0
Tramper,2004,14,,6.7,15,,64
Tramposos Los,1959,81,,6.3,32,,4
Tramwaj,1966,5,,5.9,40,,64
Trance,1998,94,4000000,3.9,392,R,0
Tranceformer - A Portrait of Lars von Trier,1997,54,,4.9,128,,16
Trancers,1985,76,400000,6.1,509,,1
Trancers II,1991,85,,4.9,241,,1
Tranen van Castro De,1997,50,,2.6,12,,16
Tranen van Maria Machita De,1991,40,,5.8,18,,64
Tranquillo posto di campagna Un,1969,106,,5.3,31,,0
Trans,1998,80,,5.9,186,,8
Trans-Europ-Express,1966,105,,6.6,33,,0
TransAmazon: A Gender Queer Journey,2003,41,,9.6,5,,80
Transamerica,2005,103,,8.8,25,,12
Transatlantic,1931,78,,6.4,16,,12
Transatlantic Merry-Go-Round,1934,91,,6.3,32,,4
Transatlantique,1996,112,,5.8,6,,0
Transatlantis,1995,116,,3.3,16,,8
Transfer,1966,7,0,5.3,17,,64
Transformations,1989,84,,3,39,,0
Transformers: The Movie The,1986,85,,6.6,5802,,3
Transgression,1931,70,,5.5,26,,8
Transport z raje,1962,93,,7.9,16,,8
Transporter The,2002,92,,6,9150,PG-13,1
Transsibirskiy ekspress,1977,93,,6.6,10,,1
Transylvania 6-5000,1963,8,,7.2,105,,70
Transylvania 6-5000,1985,93,,4.2,1084,,4
Transylvania Mania,1968,7,,6.8,6,,66
Transylvania Twist,1990,90,,4.1,62,,4
Trap Happy,1946,7,,7.6,33,,70
Trap Happy Porky,1945,6,,7.2,38,,70
Trap The,1946,62,75000,6.2,86,,0
Trap The,1959,84,,7.4,33,,8
Trap The,1966,106,,7.2,178,,40
Trapeze,1956,105,4000000,6.6,475,,8
Trapeze Disrobing Act,1901,2,,5,10,,68
Trapp-Familie in Amerika Die,1958,87,,5.1,20,,12
Trapp-Familie Die,1956,106,,4.9,32,,44
Trapped,1949,78,,6.4,28,,8
Trapped,1982,95,2000000,4.7,17,,0
Trapped,1999,92,,5.5,24,,8
Trapped,2002,106,30000000,6,3718,R,0
Trapped Alive,1993,92,,1.8,7,,8
Trapped by Boston Blackie,1948,67,,7,9,,8
Trapped by Television,1936,64,,5.7,5,,0
Trapped by the Mormons,1922,97,,2.6,25,,8
Trapped in Paradise,1994,111,,5.3,1700,,4
Trapped in Space,1994,87,,4.6,106,,0
Trappedinfreedom,2002,5,,6.5,18,,64
Trapper County War,1989,98,,4.6,24,,1
Trappola diabolica,1988,95,,3.2,22,,1
Tras el cristal,1987,100,,7,172,,8
Trasgredire,2000,84,,4.7,126,,12
Trash,1970,110,25000,6.7,316,,8
Trash,1999,95,,5.1,124,,8
Trashy Lady,1985,88,,5.9,10,,0
Tratta delle bianche La,1953,75,,6.1,5,,8
Traum ist aus - Die Erben der Scherben Der,2001,95,,8,19,,16
Trauma,1962,93,69000,4.4,6,,0
Trauma,1983,92,,3.8,29,,0
Trauma,1993,106,7000000,5.5,652,,0
Traumbus,1979,90,,2.9,8,,0
Travail,2002,118,,9.4,11,,4
Travail dArabe,2003,88,,6.5,23,,0
Traveler,2001,13,,6.1,8,,72
Traveling Executioner The,1970,95,,6,54,,12
Traveling Husbands,1931,73,,4.3,5,,4
Traveling Poet The,1993,8,,3.4,16,,64
Traveling Saleslady,1935,65,,6,13,,4
Traveling Saleswoman,1950,75,,5,10,,4
Traveller,1981,81,,2.2,11,,0
Traveller,1997,101,,5.9,474,R,8
Travellers Joy,1949,78,,4,7,,4
Travellers and Magicians,2003,108,1800000,7.2,187,,8
Travellinckx,1999,17,,5.4,22,,64
Travelling Light,2003,88,,4.6,25,,8
Travelling North,1987,96,,6.2,58,,8
Travelling avant,1987,114,,6.6,15,,0
Travels with My Aunt,1972,109,,6.1,225,,12
Traviata La,1982,109,,8.4,250,,8
Travis,1997,57,,8.5,6,,16
Travolti da un insolito destino nellazzurro mare dagosto,1974,116,,7.2,864,,12
Traxx,1988,84,,2.8,79,,5
Tre,1996,84,,3.2,5,,4
Tre aquilotti I,1942,80,,5.4,5,,0
Tre che sconvolsero il West - vado vedo e sparo I,1968,91,,5.9,11,,0
Tre colonne in cronaca,1990,100,,6,5,,8
Tre dar i buren,1963,86,,2.9,8,,4
Tre fratelli,1981,113,,7.6,124,,8
Tre giorni di anarchia,2004,102,,8.6,8,,8
Tre ladri I,1954,100,,5.2,8,,4
Tre metri sopra il cielo,2004,101,,5.8,39,,32
Tre mogli,2001,105,,6.2,35,,12
Tre piger fra Jylland,1957,96,,8,6,,36
Tre piger i Paris,1963,105,,5.1,29,,0
Tre skojiga skojare,1942,80,,3.4,8,,4
Tre solar,2004,102,,2.7,128,,8
Tre spade di Zorro Le,1963,88,,5.2,9,,0
Tre storie,1998,85,,4,14,,0
Tre tigri contro tre tigri,1977,115,,3.5,6,,4
Tre uomini e una gamba,1997,100,,6.9,393,,4
Tre volti della paura I,1963,95,,6.9,528,,0
Tre volti I,1965,25,,6.7,12,,120
Treacherous,1994,95,,2.9,244,,0
Treachery Rides the Range,1936,56,,4.7,6,,0
Tread Softly Stranger,1958,90,,5.6,7,,8
Treading Water,2001,94,,5.1,71,,8
Treasure Chest,1985,85,,6.7,6,,0
Treasure Island,1934,110,,7.2,267,,0
Treasure Island,1950,96,,6.9,507,,0
Treasure Island,1972,94,,6.5,113,,0
Treasure Island,1985,115,,5.8,32,,0
Treasure Island,1997,91,,3.3,12,,2
Treasure Planet,2002,95,140000000,6.6,3724,PG,10
Treasure of Alpheus T. Winterborn The,1980,35,,1,8,,64
Treasure of Lost Canyon The,1952,82,,5.8,27,,0
Treasure of Matecumbe,1976,117,,5,44,,0
Treasure of Monte Cristo,1949,76,,5.8,8,,8
Treasure of Monte Cristo The,1961,95,,5,17,,0
Treasure of Pancho Villa The,1955,92,,5.3,32,,0
Treasure of Pirates Point,1999,85,,4.8,29,,0
Treasure of Ruby Hills,1955,71,,6,5,,0
Treasure of San Teresa The,1959,81,,7,7,,0
Treasure of Thomas Beale The,2003,53,,8.7,9,,0
Treasure of the Amazon The,1985,104,,5,63,,9
Treasure of the Golden Condor,1953,93,,5.7,20,,0
Treasure of the Moon Goddess,1987,90,,3.3,17,,8
Treasure of the Sierra Madre The,1948,126,3800000,8.4,10470,,9
Treasurers Report The,1928,10,,8.3,9,,68
Treasures of the Snow,1980,108,,4.6,26,,8
Treat The,1998,82,,3.6,237,R,4
Treca sreca,1995,90,,6.2,15,,4
Treca zena,1997,103,,6.4,10,,0
Trece campanadas,2002,108,,4.6,71,,0
Treci kljuc,1983,81,,7.1,7,,0
Tredowata,1976,100,,4.2,10,,0
Tree,1966,16,,8.3,6,,64
Tree Cornered Tweety,1956,7,,6.4,23,,70
Tree Grows in Brooklyn A,1945,128,,7.7,1010,,8
Tree Shade,1998,30,,4.3,6,,64
Tree for Two,1952,7,,7.4,25,,70
Tree in a Test Tube The,1943,5,,4.7,36,,80
Tree of Hands,1989,89,,5.2,24,,0
Treed Murray,2001,89,,7.8,343,,8
Treehouse Hostage,1999,91,,4.8,82,PG,0
Trees,2000,147,,4.8,8,,4
Trees Lounge,1996,95,1300000,7.1,3155,R,12
Treevil,2003,7,,7,11,,66
Tregua La,1974,108,,7.9,85,,40
Tregua La,1997,125,,6.6,328,R,8
Tregua La,2003,101,,5.9,10,,8
Treitum,2000,15,,6.6,19,,68
Trekkies,1997,86,375000,6.9,1526,PG,16
Trekkies 2,2004,93,,6.4,128,PG,16
Trelew,2004,98,,8,18,,16
Trelokoritso To,1958,68,,6.7,5,,36
Trelopenindaris O,1971,98,,7,9,,4
Trelos tahei tetrakosia O,1968,87,,5.9,14,,4
Trelos palavos kai Vengos,1967,85,,8.7,12,,4
Trembita,1968,92,,6.2,6,,36
Trembling Before G-d,2001,84,,7.7,301,,16
Tremendo amanecer,2004,80,,8.3,7,,0
Tremors,1990,96,10000000,6.9,9657,,4
Trempistim,1998,50,,5,9,,8
Tren de la bruja El,2003,19,,6.5,10,,64
Tren de sombras,1997,88,,7.5,54,,8
Tren del desierto El,1996,27,,6.1,15,,80
Trench The,1999,98,,6.2,186,,8
Trenchcoat,1983,91,,4.7,81,,4
Treno per Durango Un,1967,92,,6.2,8,,4
Trents Last Case,1952,90,,6.2,21,,0
Trenutki odlocitve,1955,101,,6.4,5,,0
Tres Berretines Los,1933,65,,6.1,5,,4
Tres alegres compadres Los,1952,118,,7.4,5,,12
Tres de la Cruz Roja,1961,90,,4.5,8,,4
Tres huastecos Los,1948,120,,7.8,40,,12
Tres mosqueteros y medio Los,1957,100,,5.9,14,,4
Tres mosqueteros Los,1942,136,,4.8,14,,4
Tres palabras,1993,91,,6.1,11,,40
Tres tristes tigres,1968,100,,9.3,14,,0
Trespass,1992,101,,5.9,1373,,1
Trespasser The,1929,90,,7.4,9,,8
Trespasses,1986,90,,2.9,5,,0
Tretya meshchanskaya,1927,95,,7.6,48,,12
Trevor,1994,23,,7.9,225,,76
